txn_id,txn_datetime,store_id,member_id,channel,payment_method,total_amount,discount_amount,campaign_id,is_return
T004143,2025-10-16T18:58:00,S04,,store,line_pay,2348,0,,false
T004144,2025-10-16T19:41:00,S04,,store,line_pay,1768,0,,false
T004145,2025-10-16T18:41:00,S05,M000656,store,credit_card,270,0,,false
T004146,2025-10-16T21:12:00,S06,M000091,store,mobile_payment,1605,0,,false
T004147,2025-10-16T21:59:00,S06,M000285,store,line_pay,315,55,ANNIV2025,false
T004148,2025-10-17T19:40:00,S01,M000917,store,line_pay,617,108,ANNIV2025,false
T004149,2025-10-17T19:32:00,S01,,store,cash,480,0,,false
T004150,2025-10-17T12:00:00,S01,,store,mobile_payment,480,0,,false
T004151,2025-10-17T12:02:00,S02,M000362,store,cash,668,117,ANNIV2025,false
T004152,2025-10-17T18:55:00,S03,M000518,store,cash,70,0,,false
T004153,2025-10-17T19:36:00,S03,M000583,store,line_pay,70,0,,false
T004154,2025-10-17T18:56:00,S03,M000717,store,cash,105,0,,false
T004155,2025-10-17T12:10:00,S03,M001134,store,line_pay,360,0,,false
T004156,2025-10-17T21:29:00,S03,M000905,store,credit_card,990,0,,false
T004157,2025-10-17T19:05:00,S03,M000587,store,cash,485,85,ANNIV2025,false
T004158,2025-10-17T15:59:00,S03,M001017,store,credit_card,175,30,ANNIV2025,false
T004159,2025-10-17T19:50:00,S03,,store,mobile_payment,1562,0,,false
T004160,2025-10-17T18:54:00,S03,,store,mobile_payment,2755,0,,false
T004161,2025/10/17 21:47,S03,,store,cash,1885,0,,false
T004162,2025-10-17T19:00:00,S03,,store,credit_card,1650,0,,false
T004163,2025-10-17T20:19:00,S04,M000414,store,cash,1339,0,,false
T004164,2025-10-17T20:10:00,S05,M001102,store,credit_card,975,0,,false
T004165,2025-10-17T12:28:00,S05,M000704,store,line_pay,240,0,,false
T004166,2025-10-17T11:33:00,S05,M001057,store,cash,330,0,,false
T004167,2025-10-18T20:12:00,S01,M001008,store,cash,360,0,,false
T004168,2025-10-18T12:03:00,S01,M000988,store,cash,170,30,ANNIV2025,false
T004169,2025-10-18T15:26:00,S01,M001105,store,credit_card,1631,110,,false
T004170,2025-10-18T16:06:00,S01,,store,cash,960,0,,false
T004171,2025-10-18T12:54:00,S01,,store,credit_card,960,0,,false
T004172,2025-10-18T19:44:00,S01,,store,cash,1749,0,,false
T004173,2025-10-18T17:45:00,S02,M000243,store,cash,195,0,,false
T004174,2025-10-18T12:15:00,S02,M000855,store,cash,243,42,ANNIV2025,false
T004175,2025-10-18T12:48:00,S02,,store,cash,779,40,,false
T004176,2025-10-18T20:14:00,S02,,store,line_pay,1703,61,,false
T004177,2025-10-18T11:51:00,S03,M000177,store,cash,145,0,,false
T004178,2025-10-18T14:53:00,S03,M000436,store,line_pay,100,0,,false
T004179,2025-10-18T17:32:00,S03,M000141,store,cash,135,0,,false
T004180,2025-10-18T19:33:00,S03,M000435,store,cash,723,127,ANNIV2025,false
T004181,2025-10-18T15:22:00,S04,M000055,store,credit_card,1465,0,,false
T004182,2025-10-18T11:44:00,S04,M000303,store,cash,362,63,ANNIV2025,false
T004183,2025-10-18T12:51:00,S04,M000954,store,credit_card,816,144,ANNIV2025,false
T004184,2025-10-18T15:44:00,S04,M000778,store,credit_card,192,33,ANNIV2025,false
T004185,2025-10-18T19:49:00,S04,,store,cash,1498,52,,false
T004186,2025-10-18T12:46:00,S04,,store,cash,2760,0,,false
T004187,2025-10-18T19:14:00,S05,M000976,store,cash,170,0,,false
T004188,2025-10-18T15:23:00,S05,M000333,store,credit_card,320,0,,false
T004189,2025-10-18T16:35:00,S05,M000313,store,credit_card,489,86,ANNIV2025,false
T004190,2025-10-18T15:24:00,S06,M000018,store,credit_card,165,0,,false
T004191,2025-10-18T12:32:00,S06,M000857,store,credit_card,1380,0,,false
T004192,2025-10-18T11:10:00,S06,,store,mobile_payment,1467,77,,false
T004193,2025-10-18T14:03:00,S99,M000261,online,line_pay,391,69,ANNIV2025,false
T004194,2025-10-19T14:29:00,S01,M000685,store,cash,1520,0,,false
T004195,2025-10-19T20:06:00,S01,M000746,store,credit_card,808,42,,false
T004196,2025-10-19T15:36:00,S01,M000685,store,credit_card,438,77,ANNIV2025,false
T004197,2025-10-19T17:58:00,S01,M000139,store,cash,141,24,ANNIV2025,false
T004198,2025-10-19T15:09:00,S01,,store,credit_card,2887,0,,false
T004199,2025-10-19T17:41:00,S01,,store,credit_card,2039,226,,false
T004200,2025-10-19T11:40:00,S02,M000202,store,credit_card,190,0,,false
T004201,2025-10-19T17:43:00,S02,M000014,store,mobile_payment,100,0,,false
T004202,2025-10-19T12:30:00,S04,M000647,store,cash,780,0,,false
T004203,2025-10-19T16:07:00,S04,M000113,store,credit_card,485,25,,false
T004204,2025/10/19 15:30,S05,M001122,store,credit_card,260,0,,false
T004205,2025-10-19T11:07:00,S05,M001042,store,credit_card,440,0,,false
T004206,2025-10-19T15:45:00,S05,M001141,store,credit_card,1360,0,,false
T004207,2025-10-19T21:49:00,S99,M000212,online,mobile_payment,600,105,ANNIV2025,false
T004208,2025-10-19T12:15:00,S99,M000289,online,line_pay,1680,0,,false
T004209,2025-10-20T15:37:00,S01,M000182,store,mobile_payment,650,0,,false
T004210,2025-10-20T18:51:00,S01,M000061,store,credit_card,525,0,,false
T004211,2025-10-20T19:54:00,S01,M000019,store,cash,336,59,ANNIV2025,false
T004212,2025/10/20 20:58,S01,M000755,store,mobile_payment,255,45,ANNIV2025,false
T004213,2025-10-20T19:43:00,S01,M000798,store,cash,149,26,ANNIV2025,false
T004214,2025-10-20T12:35:00,S01,,store,credit_card,2461,0,,false
T004215,2025-10-20T20:45:00,S02,M000641,store,credit_card,715,0,,false
T004216,2025-10-20T19:14:00,S02,M001091,store,credit_card,1190,0,,false
T004217,2025-10-20T21:33:00,S02,M000245,store,credit_card,170,30,ANNIV2025,false
T004218,2025-10-20T15:10:00,S03,M000146,store,cash,65,0,,false
T004219,2025-10-20T15:51:00,S03,M000736,store,credit_card,105,0,,false
T004220,2025-10-20T19:23:00,S03,M001163,store,cash,105,0,,false
T004221,2025-10-20T12:27:00,S03,M000081,store,cash,105,0,,false
T004222,2025-10-20T18:35:00,S04,M000030,store,credit_card,1379,0,,false
T004223,2025-10-20T15:11:00,S04,M000778,store,cash,366,64,ANNIV2025,false
T004224,2025-10-20T11:23:00,S04,M000778,store,credit_card,145,25,ANNIV2025,false
T004225,2025-10-20T20:21:00,S05,M000938,store,cash,390,0,,false
T004226,2025-10-20T17:34:00,S05,M000661,store,cash,320,0,,false
T004227,2025-10-20T20:14:00,S05,M000839,store,mobile_payment,980,0,,false
T004228,2025-10-20T17:49:00,S05,M000421,store,cash,583,102,ANNIV2025,false
T004229,2025-10-20T18:42:00,S06,M000510,store,cash,1125,0,,false
T004230,2025-10-20T19:46:00,S06,M000461,store,cash,217,38,ANNIV2025,false
T004231,2025-10-20T18:51:00,S06,M001169,store,cash,213,37,ANNIV2025,false
T004232,2025-10-20T12:26:00,S06,,store,credit_card,580,0,,false
T004233,2025-10-20T14:22:00,S99,M001047,online,cash,110,0,,false
T004234,2025-10-20T14:03:00,S99,M000664,online,credit_card,1030,0,,false
T004235,2025-10-20T14:35:00,S99,M001029,online,credit_card,621,109,ANNIV2025,false
T004236,2025-10-21T17:04:00,S01,M001014,store,cash,380,0,,false
T004237,2025-10-21T11:23:00,S01,M000201,store,mobile_payment,350,0,,false
T004238,2025-10-21T11:41:00,S01,M000329,store,line_pay,621,109,ANNIV2025,false
T004239,2025-10-21T20:41:00,S02,M000855,store,line_pay,740,130,ANNIV2025,false
T004240,2025-10-21T15:54:00,S02,M000641,store,mobile_payment,472,83,ANNIV2025,false
T004241,2025-10-21T20:38:00,S02,M001089,store,credit_card,778,137,ANNIV2025,false
T004242,2025-10-21T20:40:00,S02,M000445,store,cash,162,28,ANNIV2025,false
T004243,2025-10-21T21:22:00,S02,,store,cash,960,0,,false
T004244,2025-10-21T21:17:00,S03,M000592,store,line_pay,95,0,,false
T004245,2025-10-21T18:32:00,S03,M000319,store,credit_card,65,0,,false
T004246,2025-10-21T20:29:00,S03,M000597,store,credit_card,70,0,,false
T004247,2025-10-21T19:15:00,S03,M000626,store,credit_card,100,0,,false
T004248,2025-10-21T12:08:00,S04,M000001,store,cash,130,0,,false
T004249,2025-10-21T19:25:00,S04,M000149,store,line_pay,820,0,,false
T004250,2025-10-21T20:57:00,S04,M000735,store,cash,1140,0,,false
T004251,2025-10-21T20:34:00,S04,M001045,store,line_pay,629,111,ANNIV2025,false
T004252,2025-10-21T15:28:00,S04,M000519,store,credit_card,570,100,ANNIV2025,false
T004253,2025/10/21 18:25,S04,M000735,store,cash,-65,0,,true
T004254,2025/10/21 21:34,S04,,store,mobile_payment,2031,0,,false
T004255,2025-10-21T17:11:00,S05,M001024,store,line_pay,270,0,,false
T004256,2025-10-21T21:01:00,S05,M001141,store,credit_card,668,117,ANNIV2025,false
T004257,2025-10-21T11:30:00,S05,M000679,store,cash,-35,0,,true
T004258,2025-10-21T15:51:00,S05,,store,credit_card,2914,0,,false
T004259,2025-10-21T09:56:00,S99,,online,cash,1305,0,,false
T004260,2025-10-22T21:24:00,S01,,store,line_pay,1280,0,,false
T004261,2025-10-22T18:59:00,S01,,store,cash,2843,127,,false
T004262,2025-10-22T21:23:00,S02,M000650,store,credit_card,175,0,,false
T004263,2025-10-22T21:51:00,S02,M001089,store,credit_card,1320,0,,false
T004264,2025-10-22T15:02:00,S02,M000023,store,credit_card,1000,0,,false
T004265,2025-10-22T15:49:00,S02,M001064,store,cash,510,0,,false
T004266,2025-10-22T17:25:00,S02,M000634,store,credit_card,430,75,ANNIV2025,false
T004267,2025-10-22T18:17:00,S02,M000363,store,mobile_payment,570,100,ANNIV2025,false
T004268,2025-10-22T17:30:00,S02,M000485,store,cash,217,38,ANNIV2025,false
T004269,2025-10-22T19:58:00,S02,,store,cash,1325,0,,false
T004270,2025-10-22T20:55:00,S03,M000165,store,mobile_payment,140,0,,false
T004271,2025-10-22T18:51:00,S03,M000660,store,credit_card,105,0,,false
T004272,2025-10-22T17:58:00,S03,,store,credit_card,2350,0,,false
T004273,2025-10-22T17:40:00,S05,M000605,store,mobile_payment,350,0,,false
T004274,2025-10-22T18:43:00,S05,M000118,store,cash,320,0,,false
T004275,2025-10-22T18:42:00,S05,M001055,store,cash,489,86,ANNIV2025,false
T004276,2025-10-22T15:31:00,S05,M000313,store,cash,170,30,ANNIV2025,false
T004277,2025-10-22T19:56:00,S06,M000527,store,cash,110,0,,false
T004278,2025-10-22T18:09:00,S06,M000753,store,line_pay,645,0,,false
T004279,2025-10-22T12:01:00,S06,M000096,store,credit_card,741,39,,false
T004280,2025-10-22T18:46:00,S06,M000071,store,credit_card,247,43,ANNIV2025,false
T004281,2025-10-22T21:21:00,S99,M000900,online,credit_card,1370,0,,false
T004282,2025-10-22T21:13:00,S99,M001029,online,cash,1130,0,,false
T004283,2025-10-22T21:59:00,S99,M000437,online,line_pay,685,120,ANNIV2025,false
T004284,2025-10-22T20:39:00,S99,M000067,online,cash,175,30,ANNIV2025,false
T004285,2025-10-23T17:23:00,S01,M000612,store,credit_card,1650,0,,false
T004286,2025-10-23T15:16:00,S01,M000798,store,credit_card,530,0,,false
T004287,2025-10-23T17:28:00,S01,M001113,store,credit_card,315,0,,false
T004288,2025-10-23T12:33:00,S01,M000339,store,credit_card,375,0,,false
T004289,2025-10-23T21:34:00,S01,M000999,store,mobile_payment,470,0,,false
T004290,2025-10-23T20:42:00,S01,M000896,store,mobile_payment,551,29,,false
T004291,2025-10-23T20:10:00,S01,M000225,store,cash,523,92,ANNIV2025,false
T004292,2025-10-23T15:04:00,S01,M000798,store,cash,192,33,ANNIV2025,false
T004293,2025-10-23T20:09:00,S02,M000560,store,credit_card,195,0,,false
T004294,2025-10-23T18:01:00,S02,M000345,store,line_pay,374,66,ANNIV2025,false
T004295,2025-10-23T18:56:00,S03,M000444,store,credit_card,165,0,,false
T004296,2025-10-23T20:52:00,S03,M000321,store,mobile_payment,195,0,,false
T004297,2025-10-23T21:34:00,S03,M000435,store,mobile_payment,1115,0,,false
T004298,2025-10-23T11:19:00,S03,M000168,store,credit_card,659,116,ANNIV2025,false
T004299,2025-10-23T20:34:00,S04,M000178,store,line_pay,1554,0,,false
T004300,2025-10-23T17:42:00,S04,M001086,store,line_pay,1659,0,,false
T004301,2025-10-23T17:31:00,S04,M000997,store,credit_card,1079,0,,false
T004302,2025-10-23T21:38:00,S04,M000586,store,line_pay,217,38,ANNIV2025,false
T004303,2025-10-23T18:29:00,S04,,store,line_pay,480,0,,false
T004304,2025-10-23T12:59:00,S05,M001068,store,mobile_payment,390,0,,false
T004305,2025-10-23T20:36:00,S05,M001044,store,credit_card,1000,0,,false
T004306,2025-10-23T17:02:00,S06,M001107,store,cash,1140,0,,false
T004307,2025-10-23T20:22:00,S06,M000171,store,cash,699,36,,false
T004308,2025-10-23T15:58:00,S06,M000316,store,line_pay,655,115,ANNIV2025,false
T004309,2025-10-23T17:26:00,S06,M000992,store,line_pay,175,30,ANNIV2025,false
T004310,2025-10-23T20:33:00,S99,M000964,online,mobile_payment,145,0,,false
T004311,2025-10-24T20:53:00,S01,M000139,store,cash,285,0,,false
T004312,2025-10-24T17:22:00,S01,M000746,store,cash,300,0,,false
T004313,2025-10-24T15:23:00,S01,M000922,store,cash,500,0,,false
T004314,2025-10-24T15:41:00,S01,M000802,store,mobile_payment,770,40,,false
T004315,2025-10-24T15:30:00,S02,M000044,store,mobile_payment,550,0,,false
T004316,2025-10-24T18:59:00,S02,M000375,store,credit_card,515,90,ANNIV2025,false
T004317,2025-10-24T19:06:00,S02,,store,credit_card,960,0,,false
T004318,2025-10-24T18:39:00,S02,,store,cash,1374,0,,false
T004319,2025-10-24T19:57:00,S03,M000799,store,line_pay,95,0,,false
T004320,2025-10-24T18:05:00,S03,M000196,store,cash,175,0,,false
T004321,2025-10-24T19:31:00,S03,M001090,store,cash,175,0,,false
T004322,2025-10-24T12:39:00,S03,M000351,store,mobile_payment,1480,0,,false
T004323,2025-10-24T19:54:00,S03,M000701,store,credit_card,338,17,,false
T004324,2025-10-24T17:16:00,S04,M000564,store,mobile_payment,1420,0,,false
T004325,2025-10-24T18:35:00,S04,M000242,store,cash,1359,0,,false
T004326,2025-10-24T18:03:00,S04,M000551,store,cash,1359,0,,false
T004327,2025-10-24T18:40:00,S04,M000719,store,line_pay,1000,0,,false
T004328,2025-10-24T15:10:00,S04,,store,credit_card,2650,0,,false
T004329,2025-10-24T19:59:00,S05,M000973,store,cash,390,0,,false
T004330,2025-10-24T19:28:00,S05,M000087,store,credit_card,400,0,,false
T004331,2025-10-24T12:54:00,S05,M000679,store,cash,320,0,,false
T004332,2025-10-24T18:01:00,S05,M000575,store,credit_card,1505,0,,false
T004333,2025-10-24T21:14:00,S05,,store,cash,1615,179,,false
T004334,2025-10-24T20:27:00,S06,M000475,store,cash,145,0,,false
T004335,2025-10-24T21:27:00,S06,M000461,store,line_pay,175,30,ANNIV2025,false
T004336,2025-10-24T19:35:00,S06,M000461,store,line_pay,260,45,ANNIV2025,false
T004337,2025/10/24 22:55,S99,M000833,online,mobile_payment,391,69,ANNIV2025,false
T004338,2025-10-24T20:53:00,S99,M000777,online,line_pay,1145,0,,false
T004339,2025-10-25T11:33:00,S01,M001074,store,mobile_payment,290,0,,false
T004340,2025-10-25T16:42:00,S01,M001136,store,cash,665,0,,false
T004341,2025-10-25T19:26:00,S01,M000429,store,credit_card,703,37,,false
T004342,2025-10-25T19:35:00,S01,M000002,store,cash,527,93,ANNIV2025,false
T004343,2025-10-25T12:46:00,S01,M000993,store,cash,515,90,ANNIV2025,false
T004344,2025-10-25T17:10:00,S01,,store,credit_card,1347,0,,false
T004345,2025-10-25T14:25:00,S02,M000651,store,credit_card,1565,0,,false
T004346,2025-10-25T17:46:00,S02,M000417,store,cash,965,0,,false
T004347,2025-10-25T19:33:00,S02,M000023,store,mobile_payment,604,106,ANNIV2025,false
T004348,2025-10-25T11:18:00,S02,,store,cash,480,0,,false
T004349,2025-10-25T12:19:00,S02,,store,cash,2511,0,,false
T004350,2025-10-25T19:17:00,S03,M001106,store,line_pay,100,0,,false
T004351,2025-10-25T12:08:00,S03,M000916,store,mobile_payment,95,0,,false
T004352,2025-10-25T15:42:00,S03,M000646,store,line_pay,195,0,,false
T004353,2025-10-25T19:11:00,S03,,store,credit_card,860,0,,false
T004354,2025-10-25T14:07:00,S03,,store,credit_card,1907,38,,false
T004355,2025-10-25T12:02:00,S04,M000710,store,cash,1479,0,,false
T004356,2025-10-25T17:04:00,S05,M000024,store,credit_card,440,0,,false
T004357,2025-10-25T12:17:00,S05,,store,cash,3565,76,,false
T004358,2025-10-25T14:31:00,S06,M000322,store,credit_card,130,0,,false
T004359,2025-10-25T11:42:00,S06,M000512,store,cash,1150,0,,false
T004360,2025-10-25T14:11:00,S06,M000461,store,cash,719,126,ANNIV2025,false
T004361,2025-10-26T19:21:00,S01,M000888,store,cash,504,26,,false
T004362,2025-10-26T20:58:00,S01,M000988,store,cash,421,74,ANNIV2025,false
T004363,2025-10-26T11:10:00,S01,M000209,store,cash,553,97,ANNIV2025,false
T004364,2025-10-26T17:34:00,S01,M001018,store,mobile_payment,136,24,ANNIV2025,false
T004365,2025-10-26T17:23:00,S01,M001105,store,line_pay,1276,0,,false
T004366,2025-10-26T17:11:00,S01,,store,credit_card,480,0,,false
T004367,2025-10-26T12:08:00,S02,M000533,store,cash,160,0,,false
T004368,2025-10-26T17:01:00,S02,M000915,store,cash,192,33,ANNIV2025,false
T004369,2025-10-26T14:29:00,S02,,store,credit_card,1280,0,,false
T004370,2025-10-26T16:07:00,S03,M001092,store,credit_card,35,0,,false
T004371,2025-10-26T12:38:00,S03,M001138,store,mobile_payment,105,0,,false
T004372,2025-10-26T16:50:00,S03,M000253,store,line_pay,35,0,,false
T004373,2025-10-26T17:59:00,S03,M000960,store,line_pay,145,0,,false
T004374,2025-10-26T11:01:00,S04,M001190,store,cash,1210,0,,false
T004375,2025-10-26T19:41:00,S04,,store,credit_card,480,0,,false
T004376,2025-10-26T19:07:00,S05,M000383,store,cash,1545,0,,false
T004377,2025-10-26T17:52:00,S05,M000505,store,credit_card,390,0,,false
T004378,2025-10-26T14:34:00,S05,M000595,store,line_pay,300,0,,false
T004379,2025-10-26T11:40:00,S05,M000745,store,credit_card,1370,0,,false
T004380,2025-10-26T14:42:00,S05,M000379,store,line_pay,527,93,ANNIV2025,false
T004381,2025-10-26T11:21:00,S05,M000970,store,line_pay,187,33,ANNIV2025,false
T004382,2025-10-26T17:13:00,S06,M000725,store,cash,190,0,,false
T004383,2025-10-26T14:09:00,S06,M001078,store,cash,376,19,,false
T004384,2025-10-26T17:59:00,S06,M001169,store,credit_card,761,134,ANNIV2025,false
T004385,2025-10-26T15:50:00,S06,M000316,store,credit_card,111,19,ANNIV2025,false
T004386,2025-10-26T20:04:00,S06,,store,cash,1724,0,,false
T004387,2025-10-26T12:57:00,S99,,online,line_pay,480,0,,false
T004388,2025/10/27 17:56,S01,M000209,store,mobile_payment,940,0,,false
T004389,2025-10-27T20:40:00,S01,M000278,store,line_pay,542,28,,false
T004390,2025-10-27T11:02:00,S01,M000912,store,credit_card,489,86,ANNIV2025,false
T004391,2025-10-27T11:44:00,S01,M000433,store,cash,557,98,ANNIV2025,false
T004392,2025/10/27 11:27,S01,M001105,store,credit_card,1408,142,,false
T004393,2025-10-27T19:03:00,S02,M000023,store,line_pay,915,0,,false
T004394,2025-10-27T18:41:00,S02,M000093,store,credit_card,560,0,,false
T004395,2025-10-27T17:38:00,S02,M000649,store,cash,523,92,ANNIV2025,false
T004396,2025-10-27T12:29:00,S03,M000721,store,cash,100,0,,false
T004397,2025-10-27T12:24:00,S03,M000478,store,cash,180,0,,false
T004398,2025-10-27T21:54:00,S03,M000830,store,credit_card,145,0,,false
T004399,2025-10-27T12:59:00,S03,M000621,store,credit_card,1420,0,,false
T004400,2025-10-27T18:49:00,S04,M000277,store,cash,820,0,,false
T004401,2025-10-27T12:52:00,S04,M000384,store,cash,1379,0,,false
T004402,2025-10-27T11:48:00,S04,M000901,store,cash,1459,0,,false
T004403,2025-10-27T17:18:00,S04,M000989,store,cash,1530,0,,false
T004404,2025-10-27T17:51:00,S05,M000674,store,cash,1540,0,,false
T004405,2025-10-27T19:20:00,S05,M000387,store,credit_card,370,0,,false
T004406,2025-10-27T21:53:00,S05,M000722,store,cash,390,0,,false
T004407,2025-10-27T17:36:00,S05,,store,credit_card,960,0,,false
T004408,2025-10-27T11:36:00,S06,M000376,store,cash,345,60,ANNIV2025,false
T004409,2025-10-27T17:24:00,S06,M000071,store,credit_card,362,63,ANNIV2025,false
T004410,2025-10-27T18:26:00,S06,M001021,store,credit_card,413,72,ANNIV2025,false
T004411,2025-10-27T18:44:00,S06,M000451,store,cash,434,76,ANNIV2025,false
T004412,2025-10-27T17:14:00,S06,,store,mobile_payment,-110,0,,true
T004413,2025-10-27T12:33:00,S99,M001196,online,line_pay,970,0,,false
T004414,2025-10-27T22:00:00,S99,M000067,online,mobile_payment,570,100,ANNIV2025,false
T004415,2025-10-27T14:36:00,S99,M000614,online,line_pay,192,33,ANNIV2025,false
T004416,2025-10-27T09:24:00,S99,M000210,online,cash,1840,0,,false
T004417,2025-10-28T20:22:00,S01,M000884,store,cash,375,0,,false
T004418,2025-10-28T18:15:00,S01,M000743,store,cash,425,0,,false
T004419,2025-10-28T19:30:00,S01,M000016,store,cash,760,40,,false
T004420,2025-10-28T17:41:00,S01,M001007,store,credit_card,204,36,ANNIV2025,false
T004421,2025-10-28T21:29:00,S01,,store,credit_card,2527,0,,false
T004422,2025-10-28T11:07:00,S02,M001006,store,line_pay,95,0,,false
T004423,2025-10-28T19:30:00,S02,M000023,store,cash,145,25,ANNIV2025,false
T004424,2025-10-28T15:15:00,S02,,store,cash,800,0,,false
T004425,2025-10-28T21:42:00,S03,M000621,store,credit_card,527,93,ANNIV2025,false
T004426,2025-10-28T19:37:00,S04,M000466,store,line_pay,1299,0,,false
T004427,2025-10-28T11:05:00,S04,M000585,store,cash,132,23,ANNIV2025,false
T004428,2025-10-28T11:21:00,S04,,store,line_pay,1327,0,,false
T004429,2025-10-28T11:10:00,S05,M000627,store,cash,390,0,,false
T004430,2025-10-28T19:12:00,S05,M000645,store,cash,270,0,,false
T004431,2025-10-28T12:30:00,S05,M000069,store,credit_card,243,42,ANNIV2025,false
T004432,2025-10-28T15:03:00,S05,,store,line_pay,1489,0,,false
T004433,2025-10-28T15:18:00,S06,M000130,store,cash,100,0,,false
T004434,2025-10-28T17:37:00,S06,M000546,store,cash,400,0,,false
T004435,2025-10-28T21:02:00,S06,M001107,store,cash,580,30,,false
T004436,2025-10-28T14:45:00,S99,M000176,online,cash,160,0,,false
T004437,2025-10-28T12:27:00,S99,M000381,online,credit_card,774,136,ANNIV2025,false
T004438,2025-10-28T20:28:00,S99,,online,cash,2154,56,,false
T004439,2025-10-29T19:43:00,S01,M000689,store,mobile_payment,65,0,,false
T004440,2025-10-29T18:45:00,S01,M000329,store,credit_card,425,0,,false
T004441,2025-10-29T20:53:00,S01,M000010,store,mobile_payment,1200,0,,false
T004442,2025-10-29T17:18:00,S01,M001018,store,cash,774,136,ANNIV2025,false
T004443,2025-10-29T15:13:00,S01,M000139,store,cash,532,93,ANNIV2025,false
T004444,2025-10-29T18:00:00,S01,M000683,store,line_pay,158,27,ANNIV2025,false
T004445,2025-10-29T12:02:00,S01,M000999,store,credit_card,183,32,ANNIV2025,false
T004446,2025-10-29T15:20:00,S02,M000336,store,credit_card,1310,0,,false
T004447,2025-10-29T21:32:00,S02,M000965,store,mobile_payment,608,32,,false
T004448,2025-10-29T19:42:00,S02,M000066,store,line_pay,383,67,ANNIV2025,false
T004449,2025-10-29T18:34:00,S04,M000257,store,credit_card,166,29,ANNIV2025,false
T004450,2025/10/29 20:10,S05,M000939,store,credit_card,440,0,,false
T004451,2025-10-29T21:22:00,S05,M001031,store,credit_card,549,96,ANNIV2025,false
T004452,2025-10-29T15:46:00,S05,M000069,store,credit_card,570,100,ANNIV2025,false
T004453,2025-10-29T20:00:00,S05,M000569,store,credit_card,765,135,ANNIV2025,false
T004454,2025-10-30T18:17:00,S01,M001147,store,line_pay,1210,0,,false
T004455,2025-10-30T19:29:00,S01,M000909,store,credit_card,1035,0,,false
T004456,2025-10-30T17:42:00,S01,M000182,store,line_pay,587,103,ANNIV2025,false
T004457,2025-10-30T20:39:00,S02,M000530,store,mobile_payment,1425,0,,false
T004458,2025-10-30T18:00:00,S02,M000600,store,line_pay,960,0,,false
T004459,2025-10-30T17:13:00,S02,,store,cash,2403,267,,false
T004460,2025-10-30T12:15:00,S03,M000458,store,credit_card,70,0,,false
T004461,2025-10-30T11:21:00,S03,M000052,store,cash,135,0,,false
T004462,2025-10-30T12:59:00,S03,M000296,store,credit_card,300,0,,false
T004463,2025-10-30T17:04:00,S03,M000524,store,credit_card,115,20,ANNIV2025,false
T004464,2025-10-30T20:20:00,S04,M000585,store,credit_card,170,30,ANNIV2025,false
T004465,2025-10-30T21:59:00,S04,M001012,store,credit_card,243,42,ANNIV2025,false
T004466,2025-10-30T19:04:00,S04,M000519,store,cash,-150,0,,true
T004467,2025-10-30T15:42:00,S04,,store,line_pay,-158,0,,true
T004468,2025-10-30T17:52:00,S05,M000709,store,credit_card,800,0,,false
T004469,2025-10-30T15:12:00,S05,M000380,store,cash,1060,0,,false
T004470,2025-10-30T15:20:00,S05,M000870,store,mobile_payment,120,0,,false
T004471,2025-10-30T15:51:00,S05,M000398,store,mobile_payment,120,0,,false
T004472,2025-10-30T19:07:00,S05,M001042,store,line_pay,390,0,,false
T004473,2025-10-30T18:26:00,S05,M000555,store,credit_card,566,29,,false
T004474,2025-10-30T15:53:00,S05,M000674,store,credit_card,765,40,,false
T004475,2025-10-30T15:07:00,S05,M000970,store,cash,226,39,ANNIV2025,false
T004476,2025-10-30T20:16:00,S05,M000051,store,credit_card,162,28,ANNIV2025,false
T004477,2025-10-30T18:00:00,S05,M000313,store,cash,170,30,ANNIV2025,false
T004478,2025-10-30T21:31:00,S99,M000049,online,cash,1170,0,,false
T004479,2025-10-30T20:16:00,S99,M001034,online,credit_card,2040,0,,false
T004480,2025-10-31T21:17:00,S01,M001105,store,cash,370,0,,false
T004481,2025-10-31T18:27:00,S01,M000550,store,cash,523,27,,false
T004482,2025-10-31T18:07:00,S01,M000612,store,credit_card,655,115,ANNIV2025,false
T004483,2025-10-31T12:00:00,S02,M000104,store,credit_card,130,0,,false
T004484,2025-10-31T20:47:00,S02,M000362,store,cash,1130,0,,false
T004485,2025-10-31T19:14:00,S02,M000485,store,credit_card,549,96,ANNIV2025,false
T004486,2025-10-31T20:23:00,S02,M001125,store,cash,663,117,ANNIV2025,false
T004487,2025-10-31T15:19:00,S02,M000245,store,credit_card,710,125,ANNIV2025,false
T004488,2025-10-31T19:07:00,S03,M000772,store,cash,1130,0,,false
T004489,2025/10/31 11:05,S03,M000168,store,line_pay,850,0,,false
T004490,2025-10-31T11:18:00,S03,M000470,store,line_pay,395,20,,false
T004491,2025-10-31T11:05:00,S04,M000834,store,line_pay,875,0,,false
T004492,2025-10-31T19:18:00,S04,M000739,store,credit_card,1460,0,,false
T004493,2025-10-31T17:48:00,S04,M000257,store,cash,693,122,ANNIV2025,false
T004494,2025-10-31T17:00:00,S04,,store,credit_card,1396,0,,false
T004495,2025-10-31T15:31:00,S05,M000281,store,credit_card,390,0,,false
T004496,2025-10-31T19:02:00,S05,M000193,store,credit_card,395,20,,false
T004497,2025-10-31T19:30:00,S05,,store,mobile_payment,1494,0,,false
